Video Id,Video Title,Channel Id,Video Tags,Channel Title
e5mAUbRosCY,Mobile Stores & Pop-Up Shops with Cebu Philippines Classic Riders | John Smulo,UCKie0svsFyBBsKaQIA4hx-w,"['pop up shop', 'pop up restaurant', 'cebu city', 'pagkaing pinoy', 'street food philippines 2021', 'pinoy mukbang', 'cebu philippines', 'braised eggs', 'filipino culture', 'filipino community', 'mobile store', 'entrepreneur vlog', 'entrepreneurial mindset', 'small business owners', 'launching a small business', 'John Smulo', 'day in the life of a small business owner', 'living in cebu', 'cebu city philippines', 'living in the Philippines', 'small business owner', 'small business vlog']",American Entrepreneur in the Philippines
o8rlDKzIQik,USAPANG NAKAKATAWA / FILIPINA ARABO COUPLE !!! @FatomHama,UCOzLRbrX5UVsHRoMl2pNICQ,"['LEBIB FAMILY', 'how to marry a filipina', 'lebib family last vlog', 'lebib family', 'filipina married to foreigner vlog', 'best filipina vlog', 'fatoom and hama', 'Philippines', 'last', 'FILIPINA ARABO COUPLE', 'filipina arabo couple', 'filipina arabo', 'arabo filipina', 'arabic filipina', 'filipina', 'fatoom and hama last vlog', 'USAPANG NAKAKATAWA', 'usapang', 'couple', 'filipina arabic couple', 'marriage', 'filipina foreigner husband', 'filipina foreigner relationship', 'fatoom', 'fatoom and hama vlog', 'latest fatoom and hama']",LEBIB FAMILY
KqItPSo7R58,"[REACT] Korean guys react to Filipino food ""SINIGANG”",UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'kobra', 'Koreanvlog', 'Philippines', 'React Philippines', 'Koreanguys', 'Morefuninthephilippines']",한인타운 호텔&풀빌라 리조트
h1C0BhDX_J0,"[REACT] Korean guys try Filipino food ""Tokwa't Baboy""",UCRNHIq5_JclKEK4Gbx1UFDw,"['KOBRA', 'KOREANVLOG', 'yt:cc=on', 'Reaction']",한인타운 호텔&풀빌라 리조트
7Bd3IWiuVgE,"[MUKBANG] Korean guys try Filipino food ""CRISPY PATA""",UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'kobra', 'koreanvlog']",한인타운 호텔&풀빌라 리조트
92rUJQFLbnI,"[REACT] Koreans try Filipino food ""BANGUS & TILAPIA""",UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'kobra', 'koreanvlog']",한인타운 호텔&풀빌라 리조트
675kMpNG0L8,[VLOG] Koreans Christmas in the Philippines,UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'Kobra', 'Koranvlog']",한인타운 호텔&풀빌라 리조트
Hb6ZBFuM3fU,"[REACT] Korean guys try Filipino food ""Bicol Express""",UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'kobra', 'koreanvlog']",한인타운 호텔&풀빌라 리조트
stIB8C41h0I,"Korean guys try Filipino food ""CHOPSUEY""",UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'kobra', 'koreanvlog', 'Mukbang']",한인타운 호텔&풀빌라 리조트
K4BnzGb1FGQ,"[MUKBANG] Korean guys try Filipino food ""SISIG"" ang sarap~♥",UCRNHIq5_JclKEK4Gbx1UFDw,"['yt:cc=on', 'kobra', 'koreanvlog']",한인타운 호텔&풀빌라 리조트
Q27RZL21368,Foreigner Tries Authentic Filipino Foods for the FIRST TIME!,UC0gFSdMnCETFhOHsDCB8I9g,"['#FoodLovers', '#DeliciousDelights', '#CulinaryDelights', '#FoodieFinds', '#FoodieParadise', '#FoodCulture', '#LocalFlavors', '#FoodieExperience', 'filipino foods', 'comfort food', 'pampanga', 'filipino food', 'filipino street food', 'first time eating filipino foods', 'sizzling sisig', 'pork sisig', 'original sisig', 'sisig pampanga', 'sisig festival', 'special sisig', 'crispy sisig', 'filipino culture', 'filipino korean', 'sisig', 'what to eat', 'food trip', 'san fernando', 'pampanga food trip', 'food capital', 'special']",CharlieWayne Adventures
ZLZYGufLzE4,"for 95 CENTS, I Eat This EVERY DAY in the Philippines - Here's Why",UC0gFSdMnCETFhOHsDCB8I9g,"['#Pares Everyday', '#Filipino Food Love', '#Daily Pares', '#Foodie Routine PH', '#Staple Food PH', '#Pares Meal Plan', '#Healthy Pares', '#Gourmet Pinoy', '#Energy Boosting Meals', '#Nutritious Pares', '#Philippine Cuisine Trend', '#Pares Dish', '#Everyday Gourmet PH', '#Trending Pares', '#Pinoy Dish Of The Day', '#Pares Phenomenon', '#Filipino Breakfast Staple', '#Eat Pares Daily', '#Pares Power', '#Viral Food PH', '#Pares Lover', '#Philippines Eats', '#Pares Craze.', 'why', 'Dish', 'beef pares', 'street food philippines']",CharlieWayne Adventures
ZXJ1Ebsux4g,TWINS REACTS TO 14 REASONS THE  PHILIPPINES IS DIFFERENT FROM THE REST OF THE WORLD,UCPGDvVGtdbkJgnWmSXLXI1A,[],Twins SF
IaEj2mNTg3o,Italian/Arab Twins react to PHILIPPINES or INDONESIA-Which Country is Better? Part 1,UCPGDvVGtdbkJgnWmSXLXI1A,[],Twins SF
yv8Bi2xcSK4,Italian/Arab Twins react to PHILIPPINES or INDONESIA-Which Country is Better? Part 2,UCPGDvVGtdbkJgnWmSXLXI1A,[],Twins SF
V3TCTZuCGy4,PINAY IN UK: MY BRITISH FRIENDS TRY MY HOMEMADE LUMPIA + SECRET SANTA + CHRISTMAS LUNCH - VLOG,UCtBIWmRRlItV4I8e_AMLWeA,"['pinay vlogger', 'pinay in uk', 'projecthanna', 'mom vlog', 'pinay mom', 'ofw vlog', 'ofw', 'tagalog vlog', 'pinay youtuber', 'filipina youtuber', 'filipino food', 'british tries lumpia', 'british tries filipino food', 'foreigner tries lumpia', 'foreigner tries lumpiang shanghai', 'lumpiang shanghai', 'love kito', 'kim enson', 'juicy vlog', 'wil dasovich', 'pinay in london', 'pinoy food', 'pinoy lumpia', 'filipino lumpia', 'trying lumpia for the first time', 'british tries lumpia for the first time', 'pinoy vs british']",ProjectHanna
WnlivU5fYD4,MY BRITISH FRIENDS TRY FILIPINO DIRTY ICE CREAM -  Half Pinay in UK | PH UK,UCtBIWmRRlItV4I8e_AMLWeA,"['philippines', 'filipino food reaction', 'filipino food', 'foreigners try', 'foreigners try filipino food', 'foreigners try filipino desserts', 'filipina in uk', 'filipino food uk', 'filipino in uk', 'dirty ice cream', 'halo halo', 'mamasons london', 'filipino food review', 'filipino food taste test', 'filipino in uk vlog', 'filipina blogger in uk', 'filipina british life in uk', 'filipina life in uk', 'british tries filipino food', 'foreigners eat filipino snacks', 'foreigners try to eat filipino food']",ProjectHanna
tYALRFw3Ox0,"Asia Jackson and Anthea Asmah react to ""Anti-Blackness in Filipino Culture""",UCYuOZy_oPeZL_1BdHxf-Y2Q,"['Colorism', 'Morena filipino', 'black filipino', 'one down', 'Asia jackson', 'antiblackness', 'filipino', 'philippines', 'Asian beauty standards', 'black filipino native', 'Indigenous filipino', 'magandang morenx', 'Skin whitening philippines', 'skin whitening', 'one down reacts', 'breaking the tabo', 'antiblackness in filipino culture', 'toxic filipino', 'Phillipine spanish colonial', 'philippine colonial history', 'filipino american history']",One Down
jTPe32FwjEI,Jo Koy’s Mom Reacts to His Mom Jokes,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['Jo koy', 'jo koy mom', 'jo koy movie', 'jo koy movie trailer', 'jo koy easter sunday', 'Easter sunday trailer', 'easter sunday jo koy trailer', 'jo koy reaction', 'filipino comedian stand up', 'filipino comedian', 'filipino', 'philippines', 'filipino american', 'jo koy new movie', 'one down', 'one down media', 'one down reacts', 'movie trailer reaction', 'josie harrison']",One Down
K-W7_RY8d4M,Kids React to Filipino Culture Items,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['Kids react to filipino', 'Kids react', 'kids try filipino', 'asking kids', 'Rad is rad books', 'It’s all good jeremy passion', 'jeremy passion', 'jeremy passion lemonade', 'lemon lesson', 'one down', 'one down media', 'filipino', 'filipino american', 'filipino culture', 'philippines']",One Down
NTh5laTZJu0,Filipino Family Assaulted by White Man at McDonald’s | Sala Talks Unfiltered,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['Hate crime filipino', 'filipino family assaulted', 'anti asian hate', 'roque family', 'justice for roque', 'filipino family attacked', 'Filipino family mcdonalds', 'justice for roque campaign', 'stop asian hate', 'anti asian hate crime', 'aapi hate crime', 'filipino', 'hard conversations', 'opening up', 'filipino family hate crime california', 'one down', 'one down media', 'filipino american', 'philippines']",One Down
ug5wZ_siXug,"AJ Rafael & VJ Rosales React to ""Are Filipinos Marketable in Music?""",UCYuOZy_oPeZL_1BdHxf-Y2Q,"['AJ Rafael', 'filipino musicians', 'are filipinos marketable in music', 'Filharmonic', 'VJ rosales', 'one down', 'one down media', 'filipino', 'filipino representation', 'trace gaynor', 'asian american youtuber', 'one down reacts', 'Aj rafael we could happen', 'filipinx', 'pilipino american', 'filipino success', 'filipino roots']",One Down
FUNVx1HqOKY,Queer Filipinos react to “How do Filipinos really feel about LGBTQ Folk?”,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['lgbt', 'queer folk', 'filipino', 'how filipinos really feel about lgbtq folk', 'Lgbt philippines', 'Drama del rosario', 'elena hueze', 'queer philippines', 'gay in the philippines', 'one down reacts', 'breaking the tabo', 'coming out', 'filipino american', 'Jake zyrus', 'Bakla', 'philippines politics history', 'pre colonial philippines', 'gender neutral', 'queer media', 'Anti discrimination bill', 'sogie bill', 'Heart shot netflix', 'heart shot', 'in this family', 'in this family pbs', 'pride month']",One Down
_3hVuFqtGA8,Jiggly Caliente Reacts to Drag Race Philippines,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['Jiggly caliente', 'jiggly caliente drag', 'Ru paul drag race', 'Drag race philippines raction', 'jiggly caliente drag race philippines', 'drag race philippines winner', 'lgbt', 'queer folk', 'filipino', 'Bakla', 'reclaiming bakla', 'how filipinos really feel about lgbtq folk', 'Lgbt philippines', 'queer philippines', 'gay in the philippines', 'one down reacts', 'breaking the tabo', 'coming out', 'filipino american', 'queer media']",One Down
0Qr12Zerphs,Is drag respectable? Watch Filipino queens spill the tea on hot takes,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['drag queens', 'lgbt filipino', 'gay filipino', 'Drag race philippines', 'drag race', 'drag queens filipino', 'pride', 'pride month', 'jiggly caliente', 'turing', 'corazon', 'filipino', 'prince', 'filipino american', 'philippines']",One Down
2Emt_xXktmI,Filipino Nurses React to Hot Takes about their Job,UCYuOZy_oPeZL_1BdHxf-Y2Q,"['Hot takes about nurses', 'hot takes about nursing', 'nursing truths', 'what they don’t tell you about nursing', 'nursing', 'nurses', 'filipino', 'filipino nurses', 'one down', 'one down media', 'filipino american', 'philippines']",One Down
mIWo9H1wfc4,FIRST IMPRESSIONS of MANILA 🇵🇭 We were SHOCKED by THIS! First day in the Philippines,UCzjxQJtI4GqGaBwFagqv1AQ,"['philippines', 'manila', 'manila philippines', 'first day in manila', 'things to do in manila', 'manila first impressions', 'sm mall of asia philippines', 'makati philippines', 'manila makati', 'pasay city philippines', 'first time in manila', 'vlogger philippines', 'filipinos', 'filipinas', 'day in manila', 'travel in manila', 'makati', 'makati city', 'metro manila', 'sm mall manila', 'bgc manila vlog', 'bgc manila tour', 'bgc manila', 'mall of asia manila', 'sm by the bay amusement park', 'first impressions of the philippines']",Shev and Dev
xedLjMIRRRE,Trying FILIPINO STREET FOOD for the FIRST TIME! 🇵🇭 We did NOT expect this in Coron Palawan!,UCzjxQJtI4GqGaBwFagqv1AQ,"['coron palawan', 'coron palawan philippines', 'coron philippines', 'filipino food reaction', 'filipino food', 'food in philippines', 'philippines food', 'street food philippines', 'foreigners try philipino food', 'philipino food', 'halo halo', 'lechon', 'liempo', 'philippines street food', 'filipino', 'filipina', 'coron palawan travel video', 'philippines dessert halo halo', 'what to do in coron palawan', 'philippines dessert', 'coron palawan tour', 'filipino street food', 'street food', 'philippines', 'what to eat philippines']",Shev and Dev
y9ApSkrvLKg,We are in Manila - What is the Philippines REALLY like now? 🇵🇭,UCzjxQJtI4GqGaBwFagqv1AQ,"['philippines', 'manila', 'manila philippines', 'first day in manila', 'manila first impressions', 'first time in manila', 'vlogger philippines', 'filipinos', 'filipinas', 'day in manila', 'metro manila', 'first impressions of the philippines', 'filipino food', 'food in philippines', 'philippines food', 'street food philippines', 'foreigners try philipino food', 'philipino food', 'philippines street food', 'filipino', 'filipina', 'filipino street food', 'street food', 'first day in the philippines', 'quiapo market', 'manila vlog']",Shev and Dev
2l94S4_jMTY,Eating STREET FOOD in WORLDS OLDEST CHINATOWN 🇵🇭  Binondo Manila Philippines,UCzjxQJtI4GqGaBwFagqv1AQ,"['manila chinatown', 'binondo manila', 'oldest chinatown', 'street food manila', 'filipino food', 'street food philippines', 'chinatown tour', 'binondo chinatown', 'chinese philipino food', 'binondo food', 'street food tour', 'chinatown', 'philipino food', 'manila', 'manila philippines', 'philippines chinatown', 'worlds oldest chinatown', 'philipino street food', 'binondo food trip', 'chinese food', 'things to do in manila', 'vlogger philippines', 'first time in manila', 'filipinos', 'binondo food crawl', 'manila vlog']",Shev and Dev
Sy9xBeBhYZw,🇵🇭 We are MOVING to the PHILIPPINES! What is it REALLY like now? + Travel Requirements,UCzjxQJtI4GqGaBwFagqv1AQ,"['philippines travel update', 'philippines travel', 'philippines travel update today', 'moving to the philippines', 'travel to the philippines update', 'travel to the philippines 2022', 'travel to the philippines', 'manila philippines', 'philippines 2022', 'first time in manila', 'thailand to philippines', 'philippines travel updates', 'traveling to philippines 2022', 'makati philippines', 'philippines vlog', 'foreigners in the philippines', 'philippines travel vlog', 'covid travel', 'philippines travel guide']",Shev and Dev
wYK5yOptg9g,Traveling to CEBU 🇵🇭 The OLDEST CITY in the PHILIPPINES! We were SURPRISED!,UCzjxQJtI4GqGaBwFagqv1AQ,"['cebu city', 'cebu island', 'cebu', 'cebu philippines', 'cebuana', 'street food in cebu', 'travel to cebu city philippines', 'cebu city philippines', 'philippines travel', 'philippines vlog', 'philippines travel vlog', 'philippines', 'mactan cebu international airport', 'mactan cebu', 'cebu travel vlog', 'filipina', 'filipino', 'cebu street food', 'traveling to cebu 2022', 'traveling to cebu philippines', 'oldest city in the philippines', 'oldest city', 'cebu city tour', 'filipino street food', 'travel to philippines']",Shev and Dev
pikBCAGvTQQ,Our FIRST DAY in EL NIDO PALAWAN! 🇵🇭 We were IMPRESSED!,UCzjxQJtI4GqGaBwFagqv1AQ,"['el nido', 'el nido palawan', 'palawan', 'palawan island philippines', 'palawan el nido', 'palawan island', 'el nido palawan vlogs', 'el nido philippines', 'philippines', 'el nido vlog', 'philippines vlog', 'beaches in philippines', 'tropical islands', 'beaches el nido', 'day in el nido', 'philippines beaches', 'first day in el nido', 'filipinas', 'filipinos', 'best islands in the world', 'best islands', 'philippines islands', 'travel philippines', 'island life', 'vlog philippines', 'las cabanas beach el nido', 'el nido 2022']",Shev and Dev
bqO6iZcLrv4,How to Travel Philippines (Full Documentary) 🇵🇭,UCzjxQJtI4GqGaBwFagqv1AQ,"['philippines', 'manila', 'manila philippines', 'first day in manila', 'manila first impressions', 'first time in manila', 'vlogger philippines', 'first impressions of the philippines', 'filipino food', 'philippines food', 'street food philippines', 'filipino street food', 'street food', 'first day in the philippines', 'manila vlog', 'philippines vlog', 'philippines travel', 'island hopping philippines', 'philippines food vlog', 'things to do in philippines', 'first time trying filipino street food', 'philippines island']",Shev and Dev
iha3y_Oj_-o,[REACTION] A Night of Wonder with Disney+ | Disney Wonders | Disney+ Philippines,UC4S7Ca53tVPuNQhAJKxzlzw,"['gidkiddad', 'reaction', 'react to', 'rt tv', 'producer reacts', 'sb19 reaction', 'sb19', 'reaction video', 'ppop', 'react', 'react sb19', 'ppop reaction', 'philippines', 'p-pop reaction', 'disney plus philippines', 'a night of wonder', 'a night of wonder reaction', 'a night of wonder disney reaction', 'sb19 stell reaction', 'morissette', 'morissette amon', 'morissette amon reaction', 'a night of wonder disney', 'a night of wonder with disney+ reaction', 'disney+ phillipines reaction', 'disney plus philippines reaction', 'disney']",GKD LABELS
41WyfyapTw0,PRODUCERS REACT - Gigi De Lana Unholy Reaction,UC4S7Ca53tVPuNQhAJKxzlzw,"['gidkiddad', 'rt tv', 'ppop', 'ppop reaction', 'philippines', 'philippines reaction', 'opm', 'sb19', 'sb19 reaction', 'gigi de lana reaction', 'gigi de lana', 'gigi de lana reaction video', 'gg vibes', 'gigi de lana live', 'filipino reaction', 'producer reacts', 'gigi de lana unholy reaction', 'sam smith', 'gigi', 'reaction to gigi de lana', 'gigi de lana unholy reaction video', 'gigi de lana unholy', 'unholy reaction', 'gigi de lana songs', 'reacting to gigi de lana', 'pinoy', 'gigi de lana live reaction', 'react gigi de lana']",GKD LABELS
q5Y4j8oBtRY,First Time Hearing Morissette Amon Reaction You Are The Reason with Daryl Ong Reaction,UC4S7Ca53tVPuNQhAJKxzlzw,"['morissette amon reaction', 'morissette amon reactions', 'morissette reaction', 'morissette amon', 'morissette', 'new reaction morissette amon', 'reaction to morissette amon', 'reaction morissette amon', 'morissette reaction video', 'first time reaction morissette', 'reaction morissette', 'reaction to morissette', 'philippines', 'morissette you are the reason reaction', 'reacting to morissette amon', 'morissette first reaction', 'daryl ong reaction', 'morissette amon reaction videos', 'morissette daryl ong reaction']",GKD LABELS
e2W9UaVhsX0,HOW THE PHILIPPINES CHANGED OUR LIVES FOREVER 🇵🇭 AMERICANS REACT,UC5wQUM_uqQ6bo6zxvEG6QJw,"['will and jose', 'philippines', 'the philippines', 'filipino', 'philippines travel', 'filipino food', 'philippine vlog', 'vlog', 'philippines vlog', 'pinoy vlog', 'travel', 'lgbt travel', 'manila', 'first impressions of philippines', 'living in the philippines', 'filipina', 'philippines travel vlog', 'american vlogger in philippines', 'philippines 2022', 'cebu', 'cebu city', 'cebu city philippines', 'things to do in philippines', 'first impression philippines', 'philippines travel 2022', 'will and jose travels']",Proudly Nomadic
nGhFWhfZKpM,TRYING JOLLIBEE  FOR THE FIRST TIME 🇵🇭 JOLLIBEE MUKBANG 😳,UC5wQUM_uqQ6bo6zxvEG6QJw,"['philippines', 'living in philippines', 'travel', 'philippines travel', 'philippines travel vlog', 'philippines 2022', 'will and jose', 'philippines vlog', 'filipino', 'reaction', 'mukbang', 'jollibee', 'jollibee mukbang', 'jollibee spaghetti', 'jollibee fried chicken', 'cebu', 'cebu city', 'manila', 'manila philippines', 'food mukbang filipino', 'food mukbang jollibee', 'food review jollibee', 'filipino food', 'jollibee first time reaction', 'jollibee first time eating', 'jollibee first time mukbang', 'americans try jollibee']",Proudly Nomadic
6ndkOSiGOe4,OUR FIRST IMPRESSIONS OF THE PHILIPPINES 🇵🇭 (2022) CEBU CITY,UC5wQUM_uqQ6bo6zxvEG6QJw,"['FIRST IMPRESSIONS OF THE PHILIPPINES', 'philippines', 'travel', 'philippines travel', 'philippines travel vlog', 'philippines 2022', 'will and jose travels', 'cebu', 'cebu city', 'philippines vlog', 'things to do in cebu', 'tops lookout', 'temple of leah', 'first impression philippines', 'didnt expect this in philippines', 'foreigners in the philippines', 'first time in philippines', 'filipino people', 'Philippines travel guide', 'manila', 'manila philippines', 'first day in cebu', 'vlogger philippines', 'filipinos', 'Flipinas']",Proudly Nomadic
FEIgBk9fJCM,FIRST TIME EATING FILIPINO STREET FOOD 🇵🇭 DO FILIPINO'S REALLY EAT THIS? 😱 BALUT AND MORE (2022),UC5wQUM_uqQ6bo6zxvEG6QJw,"[""DO FILIPINO'S REALLY EAT THIS?"", 'FIRST TIME EATING FILIPINO STREET FOOD', 'Philippines', 'travel', 'philippines travel', 'philippines 2022', 'philippines travel vlog', 'will and jose travels', 'philippines vlog', 'filipino street food', 'filipino food', 'street food', 'filipino', 'reaction', 'food', 'people vs food', 'philippines street food', 'kwek kwek', 'balut', 'Moalboal', 'manila philippines', 'street food tour', 'binondo manila', 'street food cebu', ""do filipino's raelly eat this?"", 'do filipinos raelly eat this?']",Proudly Nomadic
OkES3VPT7So,FIRST IMPRESSIONS OF MANILA 🇵🇭 THIS IS NOT GOING HOW HE HOPED 😱 DAY ONE IN MANILA,UC5wQUM_uqQ6bo6zxvEG6QJw,"['Philippines', 'travel', 'philippines travel', 'philippines travel vlog', 'philippines 2022', 'philippines vlog', 'filipino', 'filipina', 'manila', 'its more fun in the philippines', 'pinoy vlog', 'things to do in the philippines', 'travel philippines', 'frist impression manila', 'first impression philippines', 'travel to manila', 'philippines travel guide', 'filipino vlogger', 'makati', 'BGC', 'intromuros', 'first day in manila', 'things to do in manila', 'manila first impressions', 'makati philippines', 'BGC manila vlog', 'BGC manila']",Proudly Nomadic
b21dwnHHSig,CELEBRATING PRIDE IN THE PHILIPPINES 2022 🇵🇭🏳️‍🌈,UC5wQUM_uqQ6bo6zxvEG6QJw,"['pride march', 'pride month', 'filipino', 'philippines', 'travel', 'will and jose travels', 'the philippines', 'philippines travel', 'philippines vlog', 'vlog', 'pinoy vlog', 'lgbt travel vlog', 'lgbt', 'lgbt pride', 'living in the philippines', 'filipina', 'philippines travel vlog', 'gay', 'pride month philippines', 'manila']",Proudly Nomadic
I-z3hDWHZoU,ELECTRIC MASSKARA FESTIVAL 2022 🇵🇭 AMERICANS CELEBRATE WITH FIRST LADY  🎭  BACOLOD CITY,UC5wQUM_uqQ6bo6zxvEG6QJw,"['masskara festival 2022', 'masskara bacolod', 'masskara festival', 'bacolod masskara 2022', 'bacolod city', 'philippines', 'philippines vlog', 'philippines travel vlog', 'philippines travel', 'lgbt travel', 'travel vlog', 'travel', 'travel couple', 'gay couple youtubers', 'darren espanto', 'balik yuhom', 'bacolod nightlife', 'living in the philippines', 'negros occidental', 'lacson street bacolod city', 'electric masskara festival', 'electric masskara festival 2022', 'first lady of the philippines 2022']",Proudly Nomadic
vl0HKxs2Q6k,MUST TRY FOODS IN ZAMBOANGA CITY PHILIPPINES FOOD TOUR 🇵🇭 (PART 2),UC5wQUM_uqQ6bo6zxvEG6QJw,"['philippines', 'philippines travel', 'travel vlog', 'travel', 'street food', 'filipino food', 'muslim food', 'zamboanga city', 'filipino', 'vlog', 'travel vlog philippines', 'foreigner in the philippines', 'philippines travel vlog', 'philippines vlog', 'satti zamboanga', 'curacha', 'knicker bocker zamboanga city', 'will and jose travels', 'filipino street food', 'food', 'gay couple youtubers', 'zamboanga city philippines', 'lgbt', 'zamboanga city food', 'zamboanga city food trip']",Proudly Nomadic
BYqGB4NyzDI,THE BEST CHICKEN INASAL IN THE PHILIPPINES? 🇵🇭 BACOLOD CITY FOOD TOUR PLUS CANSI,UC5wQUM_uqQ6bo6zxvEG6QJw,"['chicken inasal', 'chicken', 'philippines', 'manok', 'bacolod', 'inasal', 'food', 'food video philippines', 'pinoy', 'filipino food', 'philippines food', 'bacolod food', 'bacolod chicken inasal', 'bacolod street food', 'bone marrow', 'cansi bacolod', 'cansi', 'negros philippines', 'chicken barbecue philippines', 'bone marrow soup', 'best inasal', 'street food philippines', 'philippines vlog', 'philippines travel vlog', 'philippines travel', 'lgbtq', 'lgbt travel', 'travel vlog', 'travel', 'travel couple', 'negros occidental']",Proudly Nomadic
voJl8cH8Zpo,FROM BATANGAS TO TAGAYTAY PHILIPPINES 🇵🇭 VISITING TAAL VOLCANO to MOTHER OF ALL ASIA,UC5wQUM_uqQ6bo6zxvEG6QJw,"['Philippines', 'tagaytay', 'tagaytay tourist spots', 'tagaytay philippines', 'bantangas city', 'batangas', 'taal volcano', 'mother of all asia tower of peace', 'fantasy world', 'living in philippines', 'travel', 'philippines travel', 'philippines travel vlog', 'philippines 2022', 'will and jose travels', 'philippines vlog', 'filipino', 'filipina', 'manila', 'vlog', 'pinoy vlog', 'its more fun in the philippines', 'things to do in the philippines', 'travel philippines', 'travel to manila', 'filipino food', 'philippines travel guide']",Proudly Nomadic
sSNoIF-wAmw,We visit Cacao Farm in THE PHILIPPINES 🇵🇭 // EP 4.,UC5wQUM_uqQ6bo6zxvEG6QJw,"['philippines', 'the philippines', 'cacao beans', 'cacao', 'chocolate', 'travel', 'travel vlog', 'filipino', 'philippines vlog', 'travel philippines', 'cebu city', 'cacao tree', 'cacao farming', 'philippines travel', 'philippines travel vlog', 'foreigner in the philippines', 'reaction time', 'lgbt', 'filipino food', 'tourism philippines', 'vlog', 'cebu vlog', 'cebu philippines', 'will and jose travels']",Proudly Nomadic
UXPqbMZG5ts,WE WERE WARNED NOT TO VISIT ZAMBOANGA CITY PHILIPPINES BUT WE DID ANYWAY 🇵🇭 (PART 1),UC5wQUM_uqQ6bo6zxvEG6QJw,"['zamboanga', 'chavacano', 'zamboanga city', 'spanish philippines', 'southeast asia', 'zamboanga philippines', 'mindanao', 'filipino', 'southern philippines', 'Foreigners Philippines', 'Travel Mindanao', 'Travel Philippines', 'Zamboanga Foreigner', 'will and jose travels', 'travel', 'lgbt', 'vlog', 'Philippines', 'filipino food', 'philippines travel vlog', 'philippines vlog', 'philippines travel', 'the philippines', 'foreigner in the philippines', 'travel vlog', 'travel tips', 'yakan village zamboanga city', 'zamboanga city philippines']",Proudly Nomadic
rTXxkwnfLQw,YOU MUST STAY HERE WHEN YOU VISIT DUMAGUETE PHILIPPINES 🇵🇭 Luxury Resort Tour,UC5wQUM_uqQ6bo6zxvEG6QJw,"['philippines', 'travel Philippines', 'philippines travel', 'philippines vlog', 'vlog', 'lgbt', 'lgbt travel', 'beach resort', 'dumaguete city philippines', 'gay couple youtubers', 'travel', 'philippines 2022', 'travel vlogger', 'vlogger', 'resort', 'filipino', 'pinoy', 'american in philippines vlog', 'american in philippines', 'food', 'negros island', 'foreigner in the philippines', 'best beach resort in philippines', 'beach resort philippines', 'will and jose', 'will and jose travels', 'travel vlog', 'filipino food', 'bgc philippines']",Proudly Nomadic
eTx-r4ZI0Q0,Europeans React to Filipino Childhood Snacks In Manila 🇵🇭,UCLvnKTwSZEnCbTHNnqiivRQ,"['filipino food', 'filipino snacks', 'family friendly', 'filipino snacks reaction', 'snacks reaction', 'childhood snacks', 'pinoy childhood snacks', 'dodoexplorers', 'foreigner in philippines', 'manila', 'philippines', 'filipina', 'filipino people', 'filipino food mukbang', 'filipino food reaction', 'foreigners filipino food', 'food reaction video', 'food reaction by foreigners', 'best snacks netflix', 'dodo explorers', 'philippines travel', 'philippines food', 'manila philippines', 'foreigners react to filipino']",Dodo Explorers
ToDydz2wCJ0,Our First Time In Manila Philippines 🇵🇭,UCLvnKTwSZEnCbTHNnqiivRQ,"['philippines', 'manila', 'pinoy', 'foreigners in philippines', 'europeans in philippines', 'pinoy food', 'manilla food reaction', 'philippines vlog', 'travel philippines', 'first impression philippines', 'shocked by manila', 'didn´t expect this in the philippines', 'travel to manila', 'first impression manila', 'filipino', 'filipino food', 'philippines travel guide', 'filipino vlogger', 'living in the philippines', 'travel philippines blog', 'did i like the philippines', 'philippines travel', 'first time in the philippines']",Dodo Explorers
PoDAa2Bt9bU,EUROPEANS FIRST TIME EAT JOLLIBEE PHILIPPINES 🇵🇭,UCLvnKTwSZEnCbTHNnqiivRQ,"['jollibee mukbang', 'jollibee taste test', 'fried chicken', 'jollibee europeans', 'jollibee american reaction', 'jollibee american dream mall', 'jollibee america', 'jollibee reaction', 'jollibee recipe', 'jollibee reaction food', 'jollibee reaction commercial', 'what is jollibee spaghetti made of', 'jollibee spaghetti mukbang', 'dodoexplorers manila', 'mukbang philippines', 'mukbang philippines street food', 'mukbang philippines jollibee', 'manila vlog', 'manila travel vlog 2022', 'jolly spaghetti', 'jollibee food']",Dodo Explorers
