Video Id,Video Title,Link,BERTopic Topics
NDW-jpl6MZM,Filipinos During a Typhoon!,https://www.youtube.com/watch?v=NDW-jpl6MZM,"Topic 0: sing song, song sing, (Singing and Songs) (25.00%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (50.00%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (25.00%)
"
NDjX8DFVM7w,FOREIGNER reacts to WHY PHILIPPINES Has So Much FOREIGN RESERVES,https://www.youtube.com/watch?v=NDjX8DFVM7w,"Topic 32: solar philippines, philippines, foreign (Solar Power in the Philippines) (80.00%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (20.00%)
"
NHb76DHiiQk,WHAT SORCERY IS TIHS!?😲 Latinos react to Caloy Quemada for the first time cover of Mariah Carey,https://www.youtube.com/watch?v=NHb76DHiiQk,"Topic 0: sing song, song sing, (Singing and Songs) (62.50%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (25.00%)

Topic 113: enjoy, happy, sig sig, (Enjoyment and Excitement) (12.50%)
"
NIS_Pckfru0,HILARIOUS Signs that you are FILIPINO! (Funny Reaction),https://www.youtube.com/watch?v=NIS_Pckfru0,"Topic 0: sing song, song sing, (Singing and Songs) (16.67%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (33.33%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (16.67%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (33.33%)
"
NL-amMbK2xE,Latinos react to Philippine's Diamond Star - Maricel Soriano for the first time,https://www.youtube.com/watch?v=NL-amMbK2xE,"Topic 0: sing song, song sing, (Singing and Songs) (85.71%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (14.29%)
"
NNDYf-F_18U,Only the Toughest Soldiers become Philippines Scout Rangers,https://www.youtube.com/watch?v=NNDYf-F_18U,"Topic 6: korean war, filipino soldiers, (The Korean War and Filipino Soldiers) (71.43%)

Topic 68: filipinos play, filipinos, philippines, (Filipinos Playing Sports) (14.29%)

Topic 110: fighter, boxing, dude, kicker, (Fighting and Boxing) (14.29%)
"
NRVvumC3hY8,"Cooking Filipino Food For My British Family! (First Time Trying Adobo, Sinigang & Turon)",https://www.youtube.com/watch?v=NRVvumC3hY8,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (5.56%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (11.11%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (27.78%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (5.56%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (5.56%)

Topic 42: sauce, sweet spaghetti, spaghetti, (Spaghetti and Sauce) (5.56%)

Topic 53: mango shake mango, mangoes (Mango Shake) (5.56%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (11.11%)

Topic 80: playing game, game, game (Playing Games) (5.56%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (5.56%)

Topic 114: comments christmas, christmas video, (Christmas Videos and Comments) (5.56%)

Topic 116: lot food lot, food (Lots of Food) (5.56%)
"
NTAnGrxuP0g,VOL.25 FILIPINO Karaoke during FIBA 2023! Viral Filipinos on social media | HONEST REACTION,https://www.youtube.com/watch?v=NTAnGrxuP0g,"Topic 0: sing song, song sing, (Singing and Songs) (30.00%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (50.00%)
"
NV1BgbU9K4I,"PHILIPPINE IMMIGRATION UPDATE NEWS!  VISAS, ANNUAL REPORT, TAXES, MORE!",https://www.youtube.com/watch?v=NV1BgbU9K4I,"Topic 28: facial, mascara, makeup, wear (Facial and Makeup) (6.67%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (33.33%)

Topic 40: cost living philippines, travelling (Cost of Living and Traveling in the Philippines) (20.00%)

Topic 55: foreigners, countries, overseas, country, (Foreigners and Countries) (6.67%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (6.67%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (20.00%)

Topic 114: comments christmas, christmas video, (Christmas Videos and Comments) (6.67%)
"
NVdLtdpZisc,"Americans going Filipino! Nipa Hut, Speaking Bisaya, Learning the culture, Filipino Food and love!",https://www.youtube.com/watch?v=NVdLtdpZisc,"Topic 66: filipinos, philippines philippines, philippines (The Philippines) (40.00%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (20.00%)

Topic 100: selling, market, cheechai, quail, (Selling Quail in the Market) (20.00%)

Topic 116: lot food lot, food (Lots of Food) (20.00%)
"
NVwZy5FssBY,Foreigners react to What's Considered RICH In The Philippines (SHOCKING REACTION),https://www.youtube.com/watch?v=NVwZy5FssBY,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 7: living philippines, live philippines, (Living in the Philippines) (16.67%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (33.33%)

Topic 55: foreigners, countries, overseas, country, (Foreigners and Countries) (16.67%)

Topic 117: sexy sexy, filipino chinese, (Filipino Beauty and Attractiveness) (16.67%)
"
NaKV6fgXuIE,Foreigners REACT to FILIPINO MOMS Part 2! Jo Koy about DREAMS and HOPES,https://www.youtube.com/watch?v=NaKV6fgXuIE,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (25.00%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (25.00%)

Topic 12: happy birthday happy, happy (Happy Birthday) (25.00%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (25.00%)
"
NbVwOIM46mQ,FIRST MEETING WITH THE FILIPINO FAMILY | HOW WE TREAT THE FOREIGNER DURING FIRST MEETING,https://www.youtube.com/watch?v=NbVwOIM46mQ,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (10.00%)

Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (40.00%)

Topic 19: dating filipino, filipino dating, (Filipino Dating and Women) (10.00%)

Topic 59: feel foreigners philippines, philippines (Foreigners' Feelings About the Philippines) (10.00%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (10.00%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (10.00%)

Topic 75: exgirlfriend, boyfriend, guy, grandpas, (Relationships and Family) (10.00%)
"
Nd7SFkREd8k,Pinoy Funny Moment Compilations 2021| Bawal Tumawa | Pinoy Puro Kalokohan | HONEST REACTION,https://www.youtube.com/watch?v=Nd7SFkREd8k,"Topic 0: sing song, song sing, (Singing and Songs) (14.29%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (14.29%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (28.57%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (28.57%)

Topic 70: singing japanese, wow japanese, (Singing in Japanese) (14.29%)
"
Ndo79ZpSvrM,Foreigners Try HALO HALO & Explore INTRAMUROS - Philippines Travel Vlog,https://www.youtube.com/watch?v=Ndo79ZpSvrM,"Topic 6: korean war, filipino soldiers, (The Korean War and Filipino Soldiers) (20.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (20.00%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (20.00%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (40.00%)
"
NgIPg2kZ-N0,FOREIGNER reacts to the TRIBE that evolved to STAY UNDERWATER longer,https://www.youtube.com/watch?v=NgIPg2kZ-N0,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (40.00%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (20.00%)

Topic 20: philippines, philippine, filipinos, filipino, (The Philippines and Spanish Colonization ) (20.00%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (20.00%)
"
Nh0Q0lJD7Mg,Foreigner stranded in the Philippines,https://www.youtube.com/watch?v=Nh0Q0lJD7Mg,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (20.00%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (60.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (20.00%)
"
NhaCqgsuhLY,"Foreigner Cant Believe This is Philippines! (Manila, Uptown BGC) 🇵🇭",https://www.youtube.com/watch?v=NhaCqgsuhLY,"Topic 11: philippines, manila, shopping malls, (Philippines, Manila, and Shopping Malls) (10.00%)

Topic 12: happy birthday happy, happy (Happy Birthday) (40.00%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (20.00%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (20.00%)

Topic 87: mayon volcano, volcano, beautiful (Mayon Volcano and Scenery) (10.00%)
"
Nif8Lq8sRj0,"Americans React to 1,000 Filipino Troops Fought Alongside Allied Forces vs. 40,000 Chinese Soldiers",https://www.youtube.com/watch?v=Nif8Lq8sRj0,"Topic 6: korean war, filipino soldiers, (The Korean War and Filipino Soldiers) (100.00%)
"
Nlg28wGd0WE,Waleska & Efra React to Hariharan for the first time ft A.R Rahman & Rakshita Suresh,https://www.youtube.com/watch?v=Nlg28wGd0WE,"Topic 0: sing song, song sing, (Singing and Songs) (37.50%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (62.50%)
"
NmdAkqchJKU,"CORON, Philippines ISLAND Hopping! | Foreigners ALONE in Palawan’s PARADISE!",https://www.youtube.com/watch?v=NmdAkqchJKU,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (14.29%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (14.29%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (28.57%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (28.57%)

Topic 102: water walk, walk water, (Walking on Water) (14.29%)
"
NnaW8-F3VwM,CANADIAN discovers SEPAK TAKRAW for the FIRST TIME! Philippines Vs Malaysia,https://www.youtube.com/watch?v=NnaW8-F3VwM,"Topic 65: italy winning, italy winning (Italy Winning) (14.29%)

Topic 68: filipinos play, filipinos, philippines, (Filipinos Playing Sports) (85.71%)
"
NoJDvBLnw0U,MISCONCEPTIONS FILIPINOS HAVE ABOUT FOREIGNERS STUDYING IN THE PHILIPPINES 🇵🇭 THE TRUTH!,https://www.youtube.com/watch?v=NoJDvBLnw0U,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (16.67%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (33.33%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (33.33%)
"
O-fsQqR5z4s,"Foreigners First Time in BATANES, Philippines! We Didn't Expect THIS!",https://www.youtube.com/watch?v=O-fsQqR5z4s,"Topic 22: wah wah wah, wah (Exclamations and Interjections) (14.29%)

Topic 29: nihar nihar nihar, ndo (Repeated Sounds and Nonsense) (14.29%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (14.29%)

Topic 40: cost living philippines, travelling (Cost of Living and Traveling in the Philippines) (14.29%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (14.29%)

Topic 102: water walk, walk water, (Walking on Water) (14.29%)

Topic 113: enjoy, happy, sig sig, (Enjoyment and Excitement) (14.29%)
"
O-hNKnpjzZ8,BRIAN FROM AMERICA THOUGHT ON THE PROS AND CONS OF FOREIGNER LIVING HERE IN THE PHILIPPINES,https://www.youtube.com/watch?v=O-hNKnpjzZ8,"Topic 0: sing song, song sing, (Singing and Songs) (14.29%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (14.29%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (14.29%)

Topic 39: dating, relationship, relationships, intimacy, (Dating and Relationships) (14.29%)

Topic 75: exgirlfriend, boyfriend, guy, grandpas, (Relationships and Family) (28.57%)

Topic 80: playing game, game, game (Playing Games) (14.29%)
"
O2ply5FZOfE,Americans React to Philippines vs Indonesia Highlights | AFC World Cup Qualifiers 2026!,https://www.youtube.com/watch?v=O2ply5FZOfE,"Topic 65: italy winning, italy winning (Italy Winning) (40.00%)

Topic 68: filipinos play, filipinos, philippines, (Filipinos Playing Sports) (60.00%)
"
O4pFJpy_8Sk,Amazing Filipino Male singer!!,https://www.youtube.com/watch?v=O4pFJpy_8Sk,"Topic 0: sing song, song sing, (Singing and Songs) (40.00%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (40.00%)

Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (20.00%)
"
O6efGAJXasw,Americans React to Philippines Craziest Food ! | Crocodile Lechon,https://www.youtube.com/watch?v=O6efGAJXasw,"Topic 0: sing song, song sing, (Singing and Songs) (11.11%)

Topic 8: food philippines, food filipino, (Filipino Food) (11.11%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (11.11%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (11.11%)

Topic 35: philippine crocodile, species crocodile, (Philippine Crocodile) (33.33%)

Topic 50: philippine eagle, eagle philippine (The Philippine Eagle) (11.11%)

Topic 110: fighter, boxing, dude, kicker, (Fighting and Boxing) (11.11%)
"
O6qgWxGfnfc,Foreign Reaction to Filipino Turon,https://www.youtube.com/watch?v=O6qgWxGfnfc,"Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (40.00%)

Topic 54: sugar coconut milk, sugar (Coconut Milk) (40.00%)

Topic 80: playing game, game, game (Playing Games) (20.00%)
"
O8MjgV7fPXY,Trying NEW Filipino Breakfast Dishes Per Request • Tocilog • Hotsilog • Sisig Silog,https://www.youtube.com/watch?v=O8MjgV7fPXY,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (14.29%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (28.57%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (14.29%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (28.57%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (14.29%)
"
O9X91TACsyA,I COULDN'T BELIEVE MY FILIPINA WIFE DID THIS... | FOREIGNER living in the PHILIPPINES PROVINCE,https://www.youtube.com/watch?v=O9X91TACsyA,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (16.67%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (16.67%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (16.67%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (16.67%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (16.67%)

Topic 115: strong beer, japanese beer, (Beer and Alcohol) (16.67%)
"
OEsSteLwIyk,Foreigner's Conversations With Filipinos Speaking Their Language #shorts #philippines #pamilyaabilla,https://www.youtube.com/watch?v=OEsSteLwIyk,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (33.33%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (66.67%)
"
OGdIZ6H3EZ0,American Singers vs Filipino Singers!,https://www.youtube.com/watch?v=OGdIZ6H3EZ0,"Topic 0: sing song, song sing, (Singing and Songs) (50.00%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (33.33%)
"
OGsuQMEV5OY,LECHON KAWALI | Korean Cook & React Filipino Food (ENG SUB) Mukbang,https://www.youtube.com/watch?v=OGsuQMEV5OY,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (22.22%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (33.33%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (22.22%)

Topic 101: seasake, boy, cute, fun, (Cute Boy and Fun) (11.11%)

Topic 116: lot food lot, food (Lots of Food) (11.11%)
"
OKejnARrorc,ONLY IN THE PHILIPPINES!! Waleska & Efra react to STRANGERS Singing Together | Limuel Llanes,https://www.youtube.com/watch?v=OKejnARrorc,"Topic 0: sing song, song sing, (Singing and Songs) (14.29%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (57.14%)

Topic 12: happy birthday happy, happy (Happy Birthday) (14.29%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (14.29%)
"
OMevsvpItww,The gap between rich and poor in the Philippines | This is so... | Korean Reaction,https://www.youtube.com/watch?v=OMevsvpItww,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (20.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (40.00%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (20.00%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (20.00%)
"
ONXdV2cDHuU,FOREIGNER EATING STREET FOOD AND START LEARNING TO SPEAK VISAYAN LANGUAGE,https://www.youtube.com/watch?v=ONXdV2cDHuU,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (25.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (25.00%)

Topic 29: nihar nihar nihar, ndo (Repeated Sounds and Nonsense) (25.00%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (25.00%)
"
OPVd1xyXifA,VERY SAD NEWS ITS HARD TO SAY GOODBYE,https://www.youtube.com/watch?v=OPVd1xyXifA,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (16.67%)

Topic 74: christmas tree, christmas spirit, (Christmas Tree and Spirit) (16.67%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (16.67%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (33.33%)

Topic 91: concept car, talking biodegradable (Concept Cars) (16.67%)
"
OQBIl8dDGs8,V544 - ANOTHER CHRISTMAS PARTY IN THE PHILIPPINES - THE GARCIA FAMILY,https://www.youtube.com/watch?v=OQBIl8dDGs8,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (37.50%)

Topic 12: happy birthday happy, happy (Happy Birthday) (12.50%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (12.50%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (12.50%)

Topic 45: christmas merry christmas, merry (Merry Christmas) (12.50%)

Topic 100: selling, market, cheechai, quail, (Selling Quail in the Market) (12.50%)
"
OSKMaEviHDY,Americans React to Philippines | Metro Manila 's Biggest Reclamation Project,https://www.youtube.com/watch?v=OSKMaEviHDY,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (16.67%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 11: philippines, manila, shopping malls, (Philippines, Manila, and Shopping Malls) (16.67%)

Topic 32: solar philippines, philippines, foreign (Solar Power in the Philippines) (16.67%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (16.67%)

Topic 92: islands national park, islands (Islands and Coral Reefs) (16.67%)
"
OSQmdijypXk,Part 2: Watch their REACTIONS | AMERICANS Eat Beef CALDERETA & PORK ADOBO first time | Filipino Food,https://www.youtube.com/watch?v=OSQmdijypXk,"Topic 12: happy birthday happy, happy (Happy Birthday) (25.00%)

Topic 14: food philippines, food filipino, (Filipino Food and Eating) (25.00%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (25.00%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (25.00%)
"
OVISEDOiSmY,Foreigner EXPLORING KAWASAN FALLS!!! GREATEST EXPERIENCE in the Philippines,https://www.youtube.com/watch?v=OVISEDOiSmY,"Topic 24: tricycle, bike, motorbike, scooter, (Tricycles, Bikes, and Motorbikes) (16.67%)

Topic 67: storm, typhoon, typhoons, storms, (Storms and Typhoons) (33.33%)

Topic 102: water walk, walk water, (Walking on Water) (33.33%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (16.67%)
"
OZScLVaTZdQ,FIRST DAY BACK IN PHILIPPINES ! Manila 🇵🇭,https://www.youtube.com/watch?v=OZScLVaTZdQ,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 12: happy birthday happy, happy (Happy Birthday) (10.00%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (10.00%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (10.00%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (20.00%)

Topic 100: selling, market, cheechai, quail, (Selling Quail in the Market) (10.00%)

Topic 105: die die die, die (Beach Fun and Nonsense) (10.00%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (10.00%)
"
OdtTaM1feHE,WE LEFT THE UK TO LIVE LIKE THIS IN THE PHILIPPINES 🇵🇭 | Foreigner and Filipina Retired Family VLOG,https://www.youtube.com/watch?v=OdtTaM1feHE,"Topic 8: food philippines, food filipino, (Filipino Food) (16.67%)

Topic 24: tricycle, bike, motorbike, scooter, (Tricycles, Bikes, and Motorbikes) (16.67%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (16.67%)

Topic 53: mango shake mango, mangoes (Mango Shake) (16.67%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (16.67%)

Topic 102: water walk, walk water, (Walking on Water) (16.67%)
"
OfSMIWxaG4w,FOREIGNER reacts to The PHILIPPINES NEW STRATEGY Explaine,https://www.youtube.com/watch?v=OfSMIWxaG4w,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (25.00%)

Topic 8: food philippines, food filipino, (Filipino Food) (12.50%)

Topic 32: solar philippines, philippines, foreign (Solar Power in the Philippines) (37.50%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (25.00%)
"
OfuTFJuM-yY,The Reason behind the Filipino Smiles REACTION!,https://www.youtube.com/watch?v=OfuTFJuM-yY,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (20.00%)

Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (20.00%)

Topic 67: storm, typhoon, typhoons, storms, (Storms and Typhoons) (20.00%)

Topic 105: die die die, die (Beach Fun and Nonsense) (20.00%)
"
OhGDv8MDDUQ,"OKADA MANILA || PHILIPPINES || AFRICAN REACT TO OKADA MANILA & BIGGEST INDOOR POOL IN ASIA, AMAZING!",https://www.youtube.com/watch?v=OhGDv8MDDUQ,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (7.69%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (7.69%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (7.69%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (7.69%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (7.69%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (30.77%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (7.69%)

Topic 84: university philippines, universities philippines, (Universities in the Philippines) (7.69%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (15.38%)
"
OjYe-8YwBes,OUR FIRST TIME IN VISAYAS REGION! CEBU CITY Stole Our Hearts! (Already Want to Move Here??),https://www.youtube.com/watch?v=OjYe-8YwBes,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (7.14%)

Topic 11: philippines, manila, shopping malls, (Philippines, Manila, and Shopping Malls) (21.43%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (7.14%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (7.14%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (7.14%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (7.14%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (7.14%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (7.14%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (7.14%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (7.14%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (7.14%)

Topic 115: strong beer, japanese beer, (Beer and Alcohol) (7.14%)
"
Omu6RFJ_7yE,"Foreigners React To TAGAYTAY City, Philippines! Exploring South Luzon",https://www.youtube.com/watch?v=Omu6RFJ_7yE,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (11.11%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (11.11%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (11.11%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (11.11%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (22.22%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (11.11%)

Topic 105: die die die, die (Beach Fun and Nonsense) (11.11%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (11.11%)
"
Oo-BAkHGqx4,Americans React to 10 Most Dangerous Animals In The Philippines!,https://www.youtube.com/watch?v=Oo-BAkHGqx4,"Topic 35: philippine crocodile, species crocodile, (Philippine Crocodile) (10.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (10.00%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (10.00%)

Topic 85: fishing, fish, turtle hatching (Fishing and Marine Life) (10.00%)

Topic 111: largest species shark, whale (Whale Sharks in Philippine Waters) (60.00%)
"
OoI1-99YVG8,DOES MARRYING YOUNG FILIPINA MAKES FOREIGNER YOUNGER  ???? EXPAT LIVING PHILIPPINES,https://www.youtube.com/watch?v=OoI1-99YVG8,"Topic 0: sing song, song sing, (Singing and Songs) (14.29%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (14.29%)

Topic 59: feel foreigners philippines, philippines (Foreigners' Feelings About the Philippines) (14.29%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (14.29%)

Topic 75: exgirlfriend, boyfriend, guy, grandpas, (Relationships and Family) (42.86%)
"
OzNbCfQoj6U,What is your first impression of Taiwan?  I asked the foreigners.,https://www.youtube.com/watch?v=OzNbCfQoj6U,"Topic 109: taiwan beautiful, main topic (Love for Taiwan) (100.00%)
"
OzQhTL5rEOI,Foreigners in the Philippines 2019 - Answering Questions LIVE,https://www.youtube.com/watch?v=OzQhTL5rEOI,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (4.76%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (4.76%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (4.76%)

Topic 8: food philippines, food filipino, (Filipino Food) (4.76%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (4.76%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (4.76%)

Topic 12: happy birthday happy, happy (Happy Birthday) (4.76%)

Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (4.76%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (4.76%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (4.76%)

Topic 23: philippines diverse, filipinos lot (Filipino People and Diversity) (4.76%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (4.76%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (4.76%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (9.52%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (9.52%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (4.76%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (4.76%)

Topic 105: die die die, die (Beach Fun and Nonsense) (4.76%)

Topic 113: enjoy, happy, sig sig, (Enjoyment and Excitement) (4.76%)
"
