Video Title,Link,HLTA Topics,Video ID,Channel Title,Channel Link
RAW VLOG | FOREIGNER LIFE IN MANILA PHILIPPINES WALKING AROUND AROUND MALL OF ASIA,https://www.youtube.com/watch?v=cTScqZ85VjU,"Level 3
manila-manila, metro-manila, makati: (Z1124) (0.61)
tip, daily, luke, blog: (Z1114) (0.78)",cTScqZ85VjU,Merryjuj,https://www.youtube.com/channel/UC_nGEYgqzTuyFbHCZELMC2w
"Japanese's First Time in Manila, Philippines!・・・ｵ・・・ｭ Honest Impression Travel Vlog 2023",https://www.youtube.com/watch?v=cTVQJFKO47c,"Level 3
famous, popular: (Z1186) (1.00)
camera, film: (Z1108) (1.00)
walk, car, busy: (Z123) (0.92)
visa, company, online, immigration, phone, tax: (Z1139) (0.83)
manila-manila, metro-manila, makati: (Z1124) (0.61)
school, college, teacher: (Z1152) (0.83)
impression, friendly: (Z1110) (1.00)
game, play: (Z1163) (1.00)
extra, light, clean, drop, dog, charge, screen: (Z113) (0.61)
warm, cold: (Z139) (1.00)
adventure, explore: (Z161) (1.00)
plane, airport: (Z1138) (1.00)
dangerous, safe, scary: (Z1107) (0.98)
church, san, fort, jazz, babe: (Z1112) (0.87)
asian, southeast, european: (Z1194) (0.56)

Level 2
taxi, airport, flight, ride, plane: (Z232) (0.99)
passport, visa, company, office, online, immigration, phone: (Z233) (0.65)
impression, friendly, street-street, hill, fort, church, san: (Z226) (0.91)
road, walk, car, trip, busy, massive, proper: (Z25) (0.67)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (0.95)

Level 1
taxi, airport, flight, ride, plane, passport, visa: (Z311) (0.99)
impression, bgc, manila-manila, friendly, hand, building, camera: (Z39) (0.93)",cTVQJFKO47c,RYU JAPAN,https://www.youtube.com/channel/UCqCI4i-mZ4Cu6Kr8emMaf1A
HONDA BIG BIKES|CEBU CITY|FOREIGNER LIVING IN THE PHILIPPINES,https://www.youtube.com/watch?v=cUb3tmKrZyI,"Level 3
famous, popular: (Z1186) (1.00)
spoon, fork, plate: (Z141) (0.60)
bike, motorbike: (Z126) (1.00)
size, bigger: (Z115) (1.00)
sell, owner, plastic, cafe, motorcycle, neighbor, bakery: (Z117) (0.98)
color, green, brown, white: (Z147) (0.60)
pineapple, orange, apple, cut: (Z170) (0.95)
hand, short, wave, finger, shirt: (Z1105) (0.88)
trip, road: (Z124) (1.00)
power, attack, arm, solar: (Z1175) (0.71)
main, unique: (Z111) (1.00)
juice, drink: (Z184) (1.00)
technique, control, note: (Z17) (0.80)

Level 2
popular, famous, original, correct, commercial, festival, standard: (Z246) (0.53)
local, main, tricycle, bus, driver, service, bigger: (Z23) (0.78)
mountain, bike, river, motorbike, scooter, blue, sky: (Z26) (1.00)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.76)
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (0.74)
road, walk, local, car, trip, main, busy: (Z32) (0.54)",cUb3tmKrZyI,PINAY AFAM TV・・・ｦ・・・ｺ,https://www.youtube.com/channel/UC7yK84cgpIy9iRjk1uoM8WA
Disney in the Philippines is better!| Latinos react to Viral TikTok Filipino Singers *Disney Edition,https://www.youtube.com/watch?v=cW7IXyH60VE,"Level 3
ocean, sea, diving: (Z180) (0.96)
hole, rock, pack, belly: (Z174) (0.76)
mother, father: (Z1168) (1.00)
east, south: (Z1195) (1.00)
vocal, opm, lyric, tiktok: (Z13) (1.00)
latino, viral, coach, freak, review: (Z19) (1.00)
dance, dancing: (Z1162) (1.00)
movie, scene, actor, attention, actress, match, disney: (Z1172) (0.84)
mixed, mexican, lie, dead: (Z145) (0.87)
karaoke, machine: (Z15) (1.00)
bed, bathroom, sleep: (Z177) (0.81)
game, play: (Z1163) (1.00)
feature-feature, podcast, feature: (Z18) (1.00)
original, correct, commercial, festival, standard, tone, judge: (Z1187) (0.91)
learn, english: (Z1155) (1.00)
actual, key, holy: (Z1179) (0.98)
warm, cold: (Z139) (1.00)
hand, short, wave, finger, shirt: (Z1105) (0.57)
singer, singing, voice, song-song: (Z197) (1.00)
song, sing: (Z196) (1.00)
delicious, dish, smell, fry: (Z1127) (0.89)
true, story, sense, heart, instagram: (Z1191) (0.99)
party, celebration, spirit, tradition, king, rule, happy-birthday: (Z188) (0.82)
beauty, natural, universe: (Z1176) (0.91)
power, attack, arm, solar: (Z1175) (0.71)
hospital, medical, patient: (Z1151) (0.91)
listen, mate, sing-song, range, bloody, ridiculous, gentleman: (Z14) (1.00)
magic, tshirt, excite, yellow, stupid, shake, rap: (Z1181) (0.70)
sound, clip, imagine, breath, environment: (Z16) (0.95)

Level 2
latino, feature-feature, podcast, viral, coach, feature, freak: (Z22) (1.00)
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.99)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.70)
vocal, opm, lyric, artist, performance, karaoke, tiktok: (Z21) (1.00)
swim, ocean, swimming, sea, hop, diving, shark: (Z217) (0.59)
popular, famous, original, correct, commercial, festival, standard: (Z246) (0.68)
brother, mother, father, eye, sister, uncle, blood: (Z244) (0.91)
asian, woman, south, true, story, western, business: (Z247) (0.72)
song, singer, singing, sing, voice, song-song: (Z222) (1.00)

Level 1
singer, song, singing, sing, voice, song-song, fish: (Z37) (1.00)
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.87)
school, language, english, student, speak, study, language-language: (Z314) (0.72)
vocal, feature-feature, latino, podcast, opm, lyric, artist: (Z31) (1.00)
game, play, basketball, dance, competition, player, kick: (Z315) (0.68)",cW7IXyH60VE,Waleska Herrera,https://www.youtube.com/channel/UCPAz3hWHiBC-c1x4K0-atsg
Foreigners Try Filipino Food in Dubai (Filipino Food Reaction)  - Mukbang!!,https://www.youtube.com/watch?v=cYn7RhlFksI,"Level 3
spicy-spicy, spicy: (Z1129) (1.00)
hole, rock, pack, belly: (Z174) (0.76)
famous, popular: (Z1186) (1.00)
spoon, fork, plate: (Z141) (0.93)
incredible, unbelievable: (Z1178) (1.00)
fish-fish, fish: (Z193) (1.00)
dry, wet, season: (Z137) (0.72)
mukbang, candy, lee: (Z146) (0.93)
pinoy, pinay, mom: (Z1120) (0.70)
pork, meat, beef: (Z1131) (0.96)
meal, restaurant, menu: (Z157) (0.84)
size, bigger: (Z115) (1.00)
game, play: (Z1163) (1.00)
color, green, brown, white: (Z147) (0.81)
pineapple, orange, apple, cut: (Z170) (0.99)
banana, banana-banana: (Z172) (1.00)
boat, tour: (Z165) (1.00)
star, jesus, model, flag, lord, gym: (Z1171) (0.93)
egg, breakfast: (Z1135) (1.00)
tomato, rice-rice, pot, chef, pasta, kitchen, mushroom: (Z195) (0.90)
seafood, shrimp: (Z194) (1.00)
mango, peach: (Z171) (1.00)
huge, entire, ton, touch, international: (Z122) (0.56)
delicious, dish, smell, fry: (Z1127) (1.00)
massive, proper, straight, lovely, tiny, previous, vegan: (Z125) (0.98)
sauce, vinegar, bite: (Z1128) (0.97)
vegetable, fruit: (Z167) (1.00)
sausage, sandwich, ketchup, bacon, steak, italian, french: (Z150) (0.77)
mind, deal, negative: (Z120) (0.75)
shoot, shot, ball: (Z1165) (0.51)
crispy, tasty, sugar, piece, soft, spice, sweet-sweet: (Z1126) (0.98)
sound, clip, imagine, breath, environment: (Z16) (0.82)

Level 2
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.77)
tour, spot, view, boat, sunset, guide: (Z212) (0.57)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (1.00)
fruit, milk, vegetable, coconut, bread, bean, dip: (Z213) (0.73)
pork, meat, beef, sour, soup, crunchy, flavor: (Z230) (1.00)
fish, shrimp, seafood, tomato, rice-rice, fish-fish, pot: (Z221) (1.00)
egg, noodle, breakfast, duck, pancit, balut: (Z231) (0.95)
sauce, spicy, vinegar, bite, spicy-spicy: (Z229) (1.00)
mango, banana, pineapple, orange, apple, peach, banana-banana: (Z214) (1.00)

Level 1
tour, spot, adventure, cebu, view, explore, boat: (Z34) (0.61)
sauce, delicious, spicy, dish, pork, meat, crispy: (Z310) (1.00)
cheese, dessert, ice-cream, snack, meal, restaurant, menu: (Z33) (0.95)
mango, fruit, milk, banana, vegetable, coconut, bread: (Z35) (1.00)",cYn7RhlFksI,Illustrado Magazine,https://www.youtube.com/channel/UC9YWmmRmSvug3HYYnq2dcqw
"Foreigners Voted Philippines is Number One In Asia, THIS IS HUGE!",https://www.youtube.com/watch?v=cZxCDeyNN0g,"Level 3
famous, popular: (Z1186) (1.00)
tourist, island: (Z1141) (1.00)
walk, car, busy: (Z123) (0.57)
manila-manila, metro-manila, makati: (Z1124) (0.98)
banana, banana-banana: (Z172) (1.00)
province, update, culture-shock: (Z192) (0.98)
pay, rent, budget, load, close: (Z1104) (0.95)
spot, view, sunset, guide: (Z166) (0.94)
quiet, stair, rodrigo, davao, reserve, corporation: (Z1122) (0.72)
trip, road: (Z124) (1.00)
beach, beach-beach: (Z1142) (1.00)
diverse, product, field, earlier, native, late, exciting: (Z1196) (0.84)
picture, photo, funny: (Z1109) (0.79)
scooter, lunch, village, catch, ticket, drone, distance: (Z127) (0.70)
building, global, museum, grand: (Z1125) (0.55)
construction, tall, wood, chair, pas, tower, fake: (Z119) (0.53)

Level 2
tour, spot, view, boat, sunset, guide: (Z212) (0.66)
bgc, manila-manila, building, metro-manila, makati, makatus, modern: (Z227) (1.00)
island, beach, tourist, beach-beach: (Z234) (1.00)
road, walk, car, trip, busy, massive, proper: (Z25) (0.59)

Level 1
island, beach, palawan, nido, boracay, tourist, beach-beach: (Z312) (1.00)
impression, bgc, manila-manila, friendly, hand, building, camera: (Z39) (0.94)",cZxCDeyNN0g,That Philippines Life,https://www.youtube.com/channel/UCQQyW9Ki62OmGzHedws7xlQ
Foreigners offered Tuba! - Cambais Falls & Osmena Peak // Philippines Travel Vlog 12,https://www.youtube.com/watch?v=ccMsoQJIW5s,"Level 3
tough, emotional: (Z1174) (1.00)
plant, garden, flower: (Z1183) (0.87)
bike, motorbike: (Z126) (1.00)
fish-fish, fish: (Z193) (1.00)
vanilla, chain, tag, alive, queen, avocado, flip: (Z1111) (0.62)
plan, planning: (Z1200) (1.00)
meal, restaurant, menu: (Z157) (0.78)
red, purple, stomach, fine, strawberry, oreo, baguio: (Z149) (0.55)
taxi, flight, ride: (Z1137) (0.98)
bed, bathroom, sleep: (Z177) (0.81)
game, play: (Z1163) (1.00)
chicken-chicken, hungry, table, finish: (Z159) (0.86)
beer, drinking, san-miguel: (Z183) (0.85)
egg, breakfast: (Z1135) (1.00)
hand, short, wave, finger, shirt: (Z1105) (0.57)
adventure, explore: (Z161) (1.00)
plane, airport: (Z1138) (1.00)
blue, sky, cloud: (Z131) (1.00)
garlic, onion, cook: (Z1145) (0.83)
delicious, dish, smell, fry: (Z1127) (0.89)
wild, sick, van, track, careful, vehicle, paper: (Z175) (0.67)
trip, road: (Z124) (1.00)
beach, beach-beach: (Z1142) (1.00)
power, attack, arm, solar: (Z1175) (0.71)
study, student: (Z1153) (1.00)
main, unique: (Z111) (1.00)
milk, coconut: (Z168) (1.00)
juice, drink: (Z184) (1.00)

Level 2
taxi, airport, flight, ride, plane: (Z232) (0.98)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.76)
fruit, milk, vegetable, coconut, bread, bean, dip: (Z213) (0.72)
mountain, bike, river, motorbike, scooter, blue, sky: (Z26) (0.98)
drink, beer, drinking, alcohol, bottle, juice, drunk: (Z218) (0.82)
garlic, onion, pepper, chili, cook, salty, salt: (Z236) (0.99)
road, walk, car, trip, busy, massive, proper: (Z25) (0.73)
egg, noodle, breakfast, duck, pancit, balut: (Z231) (0.75)

Level 1
road, walk, local, car, trip, main, busy: (Z32) (0.92)
garlic, onion, pepper, chili, ingredient, cook, salty: (Z313) (0.99)
taxi, airport, flight, ride, plane, passport, visa: (Z311) (0.98)
mango, fruit, milk, banana, vegetable, coconut, bread: (Z35) (0.77)",ccMsoQJIW5s,Bisayang Hilaw,https://www.youtube.com/channel/UC7fga_Kycp9z6pg5Yhx7R-w
Trying FILIPINO FOOD for the FIRST TIME!,https://www.youtube.com/watch?v=cfIkMJHx5RI,"Level 3
noodle, pancit: (Z1136) (1.00)
snack, chocolate, corn: (Z135) (0.55)
fish-fish, fish: (Z193) (1.00)
dessert, ice-cream, ube: (Z153) (0.95)
oil, soy-sauce, chop: (Z1147) (0.58)
vanilla, chain, tag, alive, queen, avocado, flip: (Z1111) (0.86)
mukbang, candy, lee: (Z146) (0.99)
pork, meat, beef: (Z1131) (1.00)
meal, restaurant, menu: (Z157) (0.84)
mixed, mexican, lie, dead: (Z145) (0.65)
crunchy, flavor, mix, cake, skin, version, layer: (Z1133) (1.00)
tip, daily, luke, blog: (Z1114) (0.78)
color, green, brown, white: (Z147) (0.99)
pineapple, orange, apple, cut: (Z170) (1.00)
egg, breakfast: (Z1135) (1.00)
coffee, coffee-coffee: (Z1100) (1.00)
sister, uncle, blood, cousin, speed, afraid, scared: (Z1167) (0.85)
sour, soup, cuisine, lumpia: (Z1130) (0.96)
sauce, vinegar, bite: (Z1128) (1.00)
lemon, adobo, lime, sisig, grill, authentic, intestine: (Z1132) (1.00)
asian, southeast, european: (Z1194) (0.91)
magic, tshirt, excite, yellow, stupid, shake, rap: (Z1181) (0.85)
milk, coconut: (Z168) (1.00)
juice, drink: (Z184) (1.00)
crispy, tasty, sugar, piece, soft, spice, sweet-sweet: (Z1126) (0.98)

Level 2
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.80)
fruit, milk, vegetable, coconut, bread, bean, dip: (Z213) (0.69)
pork, meat, beef, sour, soup, crunchy, flavor: (Z230) (1.00)
fish, shrimp, seafood, tomato, rice-rice, fish-fish, pot: (Z221) (0.72)
drink, beer, drinking, alcohol, bottle, juice, drunk: (Z218) (0.71)
egg, noodle, breakfast, duck, pancit, balut: (Z231) (1.00)
sauce, spicy, vinegar, bite, spicy-spicy: (Z229) (0.99)
mango, banana, pineapple, orange, apple, peach, banana-banana: (Z214) (0.51)
dessert, ice-cream, ube, cream, creamy, caramel: (Z29) (0.92)

Level 1
sauce, delicious, spicy, dish, pork, meat, crispy: (Z310) (1.00)
cheese, dessert, ice-cream, snack, meal, restaurant, menu: (Z33) (1.00)",cfIkMJHx5RI,Charles & Alyssa Forever,https://www.youtube.com/channel/UCWGcbY5JBzcUenFwl4A1eNw
FOREIGNER TALKING SAFETY IN THE PHILIPPINES,https://www.youtube.com/watch?v=cfKXmi1Plt4,"Level 3
business, issue: (Z1197) (1.00)
woman, single, difference, opinion: (Z1190) (0.75)
language, speak, tagalog, language-language: (Z1156) (0.85)
vacation, expat, cultural, simple, strong, basic, money-money: (Z1199) (0.87)
hole, rock, pack, belly: (Z174) (0.76)
mother, father: (Z1168) (1.00)
bike, motorbike: (Z126) (1.00)
camera, film: (Z1108) (1.00)
book, brain, read, singapore, access, comfort: (Z1180) (0.94)
walk, car, busy: (Z123) (0.85)
taxi, flight, ride: (Z1137) (0.85)
hot-hot, club, farm, guest, red-horse, treat, sardine: (Z1117) (0.57)
bed, bathroom, sleep: (Z177) (0.81)
wall, concrete, block, hollow: (Z189) (0.77)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.52)
bus, direction, map, jeepney, station, resort: (Z116) (0.87)
chocolate-hill, hill: (Z1121) (1.00)
learn, english: (Z1155) (1.00)
boat, tour: (Z165) (1.00)
shop, store, market, fresh: (Z198) (0.76)
sister, uncle, blood, cousin, speed, afraid, scared: (Z1167) (0.77)
conversation, comfortable, english-english, accent, phrase: (Z1193) (0.96)
true, story, sense, heart, instagram: (Z1191) (0.79)
tricycle, driver, option, alina: (Z112) (0.98)
foot, mark, baby, deep, daniel: (Z176) (0.55)
trip, road: (Z124) (1.00)
beauty, natural, universe: (Z1176) (0.91)
asian, southeast, european: (Z1194) (0.91)
service, security, apartment, bag, figure, condo, fit: (Z114) (0.71)
construction, tall, wood, chair, pas, tower, fake: (Z119) (0.56)
quick, journey, honest, leave, meet, space, level: (Z121) (0.77)

Level 2
hole, rock, typhoon, foot, wind, port, pack: (Z215) (0.83)
local, main, tricycle, bus, driver, service, bigger: (Z23) (0.97)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (0.51)
road, walk, car, trip, busy, massive, proper: (Z25) (0.96)
asian, woman, south, true, story, western, business: (Z247) (0.99)
huge, quick, journey, honest, leave, meet, space: (Z24) (0.83)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (0.68)
english, language, speak, tagalog, language-language, learn: (Z240) (0.98)

Level 1
school, language, english, student, speak, study, language-language: (Z314) (0.99)
road, walk, local, car, trip, main, busy: (Z32) (0.94)",cfKXmi1Plt4,A Foreigner in the Philippines,https://www.youtube.com/channel/UCt9BTGSxATM6axwfTY4KnEg
I Was Told To Leave This Slum In Philippines (Tondo) ・・・ｵ・・・ｭ,https://www.youtube.com/watch?v=cgCt4TRvrmo,"Level 3
woman, single, difference, opinion: (Z1190) (0.94)
noodle, pancit: (Z1136) (1.00)
hole, rock, pack, belly: (Z174) (0.72)
famous, popular: (Z1186) (1.00)
mother, father: (Z1168) (1.00)
job, opportunity, position, professional, jersey, pacquiao, manny: (Z1198) (0.66)
plant, garden, flower: (Z1183) (0.72)
bike, motorbike: (Z126) (1.00)
fish-fish, fish: (Z193) (1.00)
cheese, cheese-cheese: (Z133) (1.00)
holiday, birthday, gift, special, december, santa: (Z186) (0.98)
camera, film: (Z1108) (1.00)
local, community: (Z110) (1.00)
walk, car, busy: (Z123) (0.92)
poverty, lifestyle, usa: (Z1113) (0.90)
size, bigger: (Z115) (1.00)
impression, friendly: (Z1110) (1.00)
card, cash, internet, cost, fee, gas: (Z164) (0.74)
swimming, swim: (Z181) (1.00)
game, play: (Z1163) (1.00)
chicken-chicken, hungry, table, finish: (Z159) (0.98)
sell, owner, plastic, cafe, motorcycle, neighbor, bakery: (Z117) (0.78)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.86)
duck, balut: (Z1134) (1.00)
jollibee-jollibee, jollibee: (Z158) (1.00)
ingredient, recipe, cooking: (Z1148) (0.94)
learn, english: (Z1155) (1.00)
pineapple, orange, apple, cut: (Z170) (0.95)
basketball, player, sport, gold, gun: (Z1164) (0.83)
actual, key, holy: (Z1179) (0.62)
warm, cold: (Z139) (1.00)
university, art, senior, campus: (Z1154) (0.64)
boat, tour: (Z165) (1.00)
egg, breakfast: (Z1135) (1.00)
hand, short, wave, finger, shirt: (Z1105) (0.98)
shop, store, market, fresh: (Z198) (0.85)
coffee, coffee-coffee: (Z1100) (1.00)
pizza, curry, bubble: (Z151) (0.90)
dangerous, safe, scary: (Z1107) (0.98)
street-street, chinatown, barbecue, squid: (Z1116) (0.99)
haircut, barber, shave, hang: (Z1115) (0.81)
mango, peach: (Z171) (1.00)
alcohol, bottle, drunk: (Z185) (0.56)
foot, mark, baby, deep, daniel: (Z176) (0.61)
leaf, portion, liver, plain, feed, tongue, complete: (Z143) (0.82)
church, san, fort, jazz, babe: (Z1112) (0.87)
wild, sick, van, track, careful, vehicle, paper: (Z175) (0.95)
trip, road: (Z124) (1.00)
party, celebration, spirit, tradition, king, rule, happy-birthday: (Z188) (0.59)
beach, beach-beach: (Z1142) (1.00)
diverse, product, field, earlier, native, late, exciting: (Z1196) (0.86)
quick, journey, honest, leave, meet, space, level: (Z121) (0.81)
mind, deal, negative: (Z120) (0.98)
peso-peso, peso: (Z1102) (1.00)
juice, drink: (Z184) (1.00)
shoot, shot, ball: (Z1165) (0.75)
crispy, tasty, sugar, piece, soft, spice, sweet-sweet: (Z1126) (1.00)
technique, control, note: (Z17) (0.67)
river, bridge, jungle, cross: (Z130) (1.00)

Level 2
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.72)
swim, ocean, swimming, sea, hop, diving, shark: (Z217) (0.97)
fish, shrimp, seafood, tomato, rice-rice, fish-fish, pot: (Z221) (0.97)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (0.96)
mountain, bike, river, motorbike, scooter, blue, sky: (Z26) (0.75)
impression, friendly, street-street, hill, fort, church, san: (Z226) (0.98)
drink, beer, drinking, alcohol, bottle, juice, drunk: (Z218) (0.77)
road, walk, car, trip, busy, massive, proper: (Z25) (0.97)
egg, noodle, breakfast, duck, pancit, balut: (Z231) (1.00)
huge, quick, journey, honest, leave, meet, space: (Z24) (0.93)
ingredient, recipe, cooking, pinoy-planet, baboy: (Z237) (0.88)
game, play, basketball, player, sport, shoot, shot: (Z243) (1.00)
christmas, holiday, christmas-christmas, birthday, gift, party, celebration: (Z219) (0.99)
mango, banana, pineapple, orange, apple, peach, banana-banana: (Z214) (0.78)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (1.00)
cheese, snack, chocolate, cheese-cheese, chip, corn, yum: (Z27) (1.00)

Level 1
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (0.96)
road, walk, local, car, trip, main, busy: (Z32) (0.99)
swim, bed, pool, ocean, swimming, drink, bathroom: (Z36) (1.00)
impression, bgc, manila-manila, friendly, hand, building, camera: (Z39) (0.61)
game, play, basketball, dance, competition, player, kick: (Z315) (1.00)",cgCt4TRvrmo,Go With Ali,https://www.youtube.com/channel/UC8S3gQ0LjFLx4cFrzBXytrw
Asking Londoners to Pick Most Beautiful Filipino Celebrity?! ・・・・・・､・,https://www.youtube.com/watch?v=ch3QACqOhEA,"Level 3
tough, emotional: (Z1174) (1.00)
woman, single, difference, opinion: (Z1190) (0.94)
vacation, expat, cultural, simple, strong, basic, money-money: (Z1199) (0.68)
famous, popular: (Z1186) (1.00)
mother, father: (Z1168) (1.00)
pinoy, pinay, mom: (Z1120) (0.99)
travel, offer, meeting, world, hall, queue, tired: (Z160) (0.52)
movie, scene, actor, attention, actress, match, disney: (Z1172) (0.95)
meter, square, giant: (Z1182) (0.90)
mixed, mexican, lie, dead: (Z145) (0.65)
cream, creamy, caramel: (Z152) (0.84)
school, college, teacher: (Z1152) (0.83)
size, bigger: (Z115) (1.00)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.84)
original, correct, commercial, festival, standard, tone, judge: (Z1187) (0.60)
girl-girl, contact, specific, intense, angry, dress, percent: (Z1169) (0.95)
pineapple, orange, apple, cut: (Z170) (0.54)
spain, spanish: (Z1202) (1.00)
public, transportation: (Z118) (1.00)
star, jesus, model, flag, lord, gym: (Z1171) (0.84)
filipina, relationship: (Z1158) (1.00)
true, story, sense, heart, instagram: (Z1191) (0.77)
foot, mark, baby, deep, daniel: (Z176) (0.99)
beauty, natural, universe: (Z1176) (0.99)
picture, photo, funny: (Z1109) (0.79)
asian, southeast, european: (Z1194) (0.99)
study, student: (Z1153) (1.00)
construction, tall, wood, chair, pas, tower, fake: (Z119) (0.89)
quick, journey, honest, leave, meet, space, level: (Z121) (0.84)
peso-peso, peso: (Z1102) (1.00)
shoot, shot, ball: (Z1165) (0.80)

Level 2
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.82)
brother, mother, father, eye, sister, uncle, blood: (Z244) (0.55)
asian, woman, south, true, story, western, business: (Z247) (0.97)
school, student, study, university, college, teacher, art: (Z239) (0.88)
huge, quick, journey, honest, leave, meet, space: (Z24) (0.84)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (0.97)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.70)
history, spanish, asian, woman, south, true, war: (Z317) (0.84)",ch3QACqOhEA,biggy travels,https://www.youtube.com/channel/UCUk8aRBVog6G9ipBSN_Ow1g
"First private tour in El Nido, Palawan: the BEST island in the world!",https://www.youtube.com/watch?v=ciBt2cteN-U,"Level 3
business, issue: (Z1197) (1.00)
ocean, sea, diving: (Z180) (0.60)
hole, rock, pack, belly: (Z174) (0.76)
famous, popular: (Z1186) (1.00)
snack, chocolate, corn: (Z135) (0.55)
shoe, clothes, pair, monkey, crocodile: (Z1106) (0.95)
fish-fish, fish: (Z193) (1.00)
camera, film: (Z1108) (1.00)
pool, shower, toilet, private, bar: (Z178) (1.00)
local, community: (Z110) (1.00)
movie, scene, actor, attention, actress, match, disney: (Z1172) (0.71)
tourist, island: (Z1141) (1.00)
plan, planning: (Z1200) (1.00)
build, house-house, property, project: (Z190) (0.94)
nido, boracay, paradise, kayak: (Z1144) (1.00)
taxi, flight, ride: (Z1137) (0.85)
dollar, price, buck, buddy: (Z1101) (0.96)
swimming, swim: (Z181) (1.00)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.52)
color, green, brown, white: (Z147) (0.60)
learn, english: (Z1155) (1.00)
pineapple, orange, apple, cut: (Z170) (0.78)
extra, light, clean, drop, dog, charge, screen: (Z113) (0.81)
warm, cold: (Z139) (1.00)
boat, tour: (Z165) (1.00)
province, update, culture-shock: (Z192) (0.58)
pay, rent, budget, load, close: (Z1104) (0.95)
shop, store, market, fresh: (Z198) (0.85)
sister, uncle, blood, cousin, speed, afraid, scared: (Z1167) (0.62)
animal, forest, snake, grass, specie, cow, eagle: (Z132) (0.69)
spot, view, sunset, guide: (Z166) (0.93)
foot, mark, baby, deep, daniel: (Z176) (0.94)
wild, sick, van, track, careful, vehicle, paper: (Z175) (0.67)
trip, road: (Z124) (1.00)
beach, beach-beach: (Z1142) (1.00)
western, west, common, average: (Z1192) (0.96)
palawan, lagoon, coron, coral: (Z1143) (1.00)
picture, photo, funny: (Z1109) (0.99)
mountain, nature, destination, waterfall: (Z128) (0.79)
scooter, lunch, village, catch, ticket, drone, distance: (Z127) (1.00)
service, security, apartment, bag, figure, condo, fit: (Z114) (0.93)
mind, deal, negative: (Z120) (0.94)
peso-peso, peso: (Z1102) (1.00)
cheap, expensive, cheaper, kilometer: (Z1103) (0.56)
juice, drink: (Z184) (1.00)
shoot, shot, ball: (Z1165) (0.51)
river, bridge, jungle, cross: (Z130) (0.51)
sound, clip, imagine, breath, environment: (Z16) (0.99)

Level 2
tour, spot, view, boat, sunset, guide: (Z212) (1.00)
hole, rock, typhoon, foot, wind, port, pack: (Z215) (0.83)
swim, ocean, swimming, sea, hop, diving, shark: (Z217) (0.90)
island, beach, tourist, beach-beach: (Z234) (0.99)
popular, famous, original, correct, commercial, festival, standard: (Z246) (0.90)
local, main, tricycle, bus, driver, service, bigger: (Z23) (0.94)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (0.80)
mountain, bike, river, motorbike, scooter, blue, sky: (Z26) (0.89)
asian, woman, south, true, story, western, business: (Z247) (0.89)
palawan, nido, boracay, paradise, lagoon, coron, kayak: (Z235) (1.00)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (1.00)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (0.93)
wall, retire, build, house-house, property, province, concrete: (Z220) (0.84)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.83)
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (0.97)
tour, spot, adventure, cebu, view, explore, boat: (Z34) (0.96)
road, walk, local, car, trip, main, busy: (Z32) (0.52)
swim, bed, pool, ocean, swimming, drink, bathroom: (Z36) (1.00)
island, beach, palawan, nido, boracay, tourist, beach-beach: (Z312) (1.00)",ciBt2cteN-U,Romanians On The Road,https://www.youtube.com/channel/UCF_weu4xhghTUXAgaijrafw
